656;96,
657;
658;
659;
660;
661;
662;
663;36,
664;84,
665;
666;
667;
668;
669;
670;
671;
672;
673;
674;
675;
676;
679;
680;
681;
682;
683;35,2,84,
685;
686;
687;26,51,
688;
690;
691;
692;
693;33,
694;
695;
696;
697;
698;
699;42,
700;
701;
702;
703;
704;
705;
706;
707;
708;
710;
711;
712;35,82,14,
713;
714;51,
715;
716;
717;
718;
719;
720;2,46,
721;
723;21,2,
724;
725;
726;12,
728;
729;9,
730;39,
731;
732;
733;
734;
735;
736;19,
737;
738;
739;
740;14,
741;
742;
743;
744;
745;
746;
747;21,
748;41,
749;36,
750;2,
751;46,
752;61,46,
756;
757;2,
758;
759;
760;
761;
762;
763;
764;
765;
766;
767;
768;
769;
770;
771;
772;
773;
774;95,
775;
776;
777;
779;
780;
781;
782;2,10,
784;
785;26,
786;
787;
788;
789;
790;
791;
793;62,
794;
796;
797;
798;20,
799;
800;
801;21,
802;
803;
804;
805;
806;
807;51,3,
808;
809;
811;
812;
813;
814;36,
816;
817;
818;
819;
820;
821;
822;
823;36,
824;95,
825;
826;
827;
828;
829;
831;
832;
833;
834;19,
835;
836;
837;2,21,16,39,3,20,61,
838;21,
839;36,
840;21,
841;
842;
843;
844;
845;
846;
847;
848;
851;
852;
853;
854;
855;
856;
857;
858;
859;
860;
861;
862;
863;36,
864;
865;
866;
867;
868;
869;
870;
871;
872;26,
873;
874;
876;
877;
878;21,12,
879;
880;
881;
883;
884;
885;
886;
887;
888;
889;
890;
891;
892;
893;
894;36,
895;
896;
897;
898;7,
899;
900;36,
902;51,20,
903;
904;38,
905;
906;
907;
908;
909;14,
910;
912;42,41,
914;
915;
917;46,
919;
922;
923;
924;
925;36,
926;
927;
928;
929;
930;
931;
932;
933;
934;
935;21,2,
936;
937;
938;
939;
940;51,36,
941;
942;
943;
944;
945;
947;
948;
949;14,
951;
952;36,
953;
954;
955;
956;1,36,
957;
958;
959;1,36,
960;
961;
962;
963;
964;16,19,
965;
966;
967;
968;
969;
970;
971;
972;
973;
974;
975;
976;
977;
978;
979;
980;
981;
982;
983;27,21,
984;
985;
986;
987;21,
988;21,
989;
990;26,51,21,
991;
993;
994;
996;
997;
998;
999;
